postcode,locality,region,long,lat,territory,island
"3127","Kawerau","Bay of Plenty","176.6964","-38.0905","Kawerau District","North Island"
"3129","Katikati","Bay of Plenty","175.9175","-37.5499","Western Bay of Plenty District","North Island"
"3140","Tauranga","Bay of Plenty","176.1622","-37.6934","Western Bay of Plenty District","North Island"
"3141","Tauranga","Bay of Plenty","176.1682","-37.685","Tauranga City","North Island"
"3142","Greerton","Bay of Plenty","176.1332","-37.7267","Tauranga City","North Island"
"3143","Tauranga","Bay of Plenty","176.1649","-37.6739","Tauranga City","North Island"
"3144","Tauranga","Bay of Plenty","176.1597","-37.6982","Tauranga City","North Island"
"3145","Otumoetai","Bay of Plenty","176.1405","-37.6684","Tauranga City","North Island"
"3146","Judea","Bay of Plenty","176.1352","-37.6898","Tauranga City","North Island"
"3147","Bethlehem","Bay of Plenty","176.1094","-37.6959","Tauranga City","North Island"
"3148","Hairini","Bay of Plenty","176.1793","-37.7162","Tauranga City","North Island"
"3149","Omanu","Bay of Plenty","176.2004","-37.6553","Tauranga City","North Island"
"3150","Mount Maunganui","Bay of Plenty","176.1836","-37.6381","Tauranga City","North Island"
"3151","Kairua","Bay of Plenty","176.2838","-37.7006","Tauranga City","North Island"
"3152","Omanu Beach","Bay of Plenty","176.223","-37.676","Tauranga City","North Island"
"3153","Te Puke","Bay of Plenty","176.3275","-37.7849","Western Bay of Plenty District","North Island"
"3154","Omokoroa Beach","Bay of Plenty","176.0523","-37.6326","Western Bay of Plenty District","North Island"
"3158","Whakatane","Bay of Plenty","176.9959","-37.9524","Whakatane District","North Island"
"3159","Poroporo","Bay of Plenty","176.9819","-37.9621","Whakatane District","North Island"
"3160","Edgecumbe","Bay of Plenty","176.8264","-37.9752","Whakatane District","North Island"
"3161","Ohope Beach","Bay of Plenty","177.0361","-37.9642","Whakatane District","North Island"
"3162","Opotiki","Bay of Plenty","177.2847","-38.0057","Opotiki District","North Island"
"3163","Taneatua","Bay of Plenty","177.0034","-38.0653","Whakatane District","North Island"
"3164","Waimana","Bay of Plenty","177.0767","-38.1431","Whakatane District","North Island"
"3166","Katikati","Bay of Plenty","175.9174","-37.5528","Western Bay of Plenty District","North Island"
"3167","Te Teko","Bay of Plenty","176.7976","-38.0362","Whakatane District","North Island"
"3168","Matata","Bay of Plenty","176.7586","-37.8886","Whakatane District","North Island"
"3169","Kawerau","Bay of Plenty","176.7012","-38.0867","Kawerau District","North Island"
"3171","Lower Kaimai","Bay of Plenty","176.025","-37.8097","Tauranga City","North Island"
"3172","Omokoroa Beach","Bay of Plenty","176.0675","-37.5886","Western Bay of Plenty District","North Island"
"3173","Oropi","Bay of Plenty","176.1706","-37.8386","Western Bay of Plenty District","North Island"
"3175","Upper Papamoa","Bay of Plenty","176.2216","-37.7412","Tauranga City","North Island"
"3176","Whakamarama","Bay of Plenty","176.0076","-37.7138","Western Bay of Plenty District","North Island"
"3177","Athenree","Bay of Plenty","175.9169","-37.4922","Western Bay of Plenty District","North Island"
"3178","Katikati","Bay of Plenty","175.8646","-37.5826","Western Bay of Plenty District","North Island"
"3182","Te Puke","Bay of Plenty","176.2896","-37.8464","Western Bay of Plenty District","North Island"
"3183","Upper Papamoa","Bay of Plenty","176.2666","-37.8104","Western Bay of Plenty District","North Island"
"3186","Ohinepanea","Bay of Plenty","176.4704","-37.8915","Western Bay of Plenty District","North Island"
"3187","Papamoa","Bay of Plenty","176.3135","-37.74","Tauranga City","North Island"
"3188","Ngawaro","Bay of Plenty","176.1919","-37.8957","Western Bay of Plenty District","North Island"
"3189","Paengaroa","Bay of Plenty","176.413","-37.8464","Western Bay of Plenty District","North Island"
"3191","Otangihaku","Bay of Plenty","176.9708","-38.0614","Whakatane District","North Island"
"3192","Kawerau","Bay of Plenty","176.7807","-38.1218","Kawerau District","North Island"
"3193","Edgecumbe","Bay of Plenty","176.8355","-37.963","Whakatane District","North Island"
"3194","Awakaponga","Bay of Plenty","176.7675","-37.9481","Western Bay of Plenty District","North Island"
"3196","Waimana","Bay of Plenty","177.1206","-38.2072","Whakatane District","North Island"
"3197","Toatoa","Bay of Plenty","177.4113","-38.172","Opotiki District","North Island"
"3198","Waimana","Bay of Plenty","177.1553","-38.1269","Opotiki District","North Island"
"3199","Omaio","Gisborne","177.8537","-37.8634","Gisborne District","North Island"
"3200","Avalon Industrial","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Beerescourt","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Forest Lake","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Grandview Heights","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Maeroa","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Nawton","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Northgate Industrial","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Pukete","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Pukete Industrial","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","St Andrews","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Te Rapa","Waikato","175.2474","-37.761","Hamilton City","North Island"
"3200","Te Rapa Park","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Te Rapa Straight","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Western Heights","Waikato","175.2474","-37.761","Hamilton","North Island"
"3200","Whitiora","Waikato","175.2474","-37.761","Hamilton","North Island"
"3204","Dinsdale","Waikato","175.2604","-37.7974","Hamilton","North Island"
"3204","Frankton","Waikato","175.2604","-37.7974","Hamilton","North Island"
"3204","Frankton Junction","Waikato","175.2604","-37.7974","Hamilton City","North Island"
"3204","Hamilton Central","Waikato","175.2604","-37.7974","Hamilton","North Island"
"3204","Hamilton Lake","Waikato","175.2604","-37.7974","Hamilton","North Island"
"3204","Waikato Hospital","Waikato","175.2604","-37.7974","Hamilton","North Island"
"3206","Bader","Waikato","175.2865","-37.8198","Hamilton","North Island"
"3206","Deanwell","Waikato","175.2865","-37.8198","Hamilton","North Island"
"3206","Fitzroy","Waikato","175.2865","-37.8198","Hamilton","North Island"
"3206","Glenview","Waikato","175.2865","-37.8198","Hamilton","North Island"
"3206","Melville","Waikato","175.2865","-37.8198","Hamilton City","North Island"
"3206","Tamahere","Waikato","175.2865","-37.8198","Hamilton","North Island"
"3210","Beerescourt","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Chartwell","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Chedworth","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Claudelands","Waikato","175.2707","-37.7462","Waikato District","North Island"
"3210","Flagstaff","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Harrowfield","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Huntingdon","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","North Huntingdon","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Puketaha","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Queenwood","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Rototuna","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","Rototuna North","Waikato","175.2707","-37.7462","Waikato","North Island"
"3210","St Andrews","Waikato","175.2707","-37.7462","Waikato","North Island"
"3214","Claudelands","Waikato","175.2985","-37.7708","Hamilton","North Island"
"3214","Enderley","Waikato","175.2985","-37.7708","Hamilton","North Island"
"3214","Fairfield","Waikato","175.2985","-37.7708","Hamilton","North Island"
"3214","Fairview Downs","Waikato","175.2985","-37.7708","Hamilton","North Island"
"3214","Hamilton","Waikato","175.2985","-37.7708","Hamilton City","North Island"
"3214","Hillcrest","Waikato","175.2985","-37.7708","Hamilton","North Island"
"3216","Hamilton East","Waikato","175.3088","-37.7961","Hamilton City","North Island"
"3216","Hillcrest","Waikato","175.3088","-37.7961","Hamilton","North Island"
"3216","Riverlea","Waikato","175.3088","-37.7961","Hamilton","North Island"
"3216","Silverdale","Waikato","175.3088","-37.7961","Hamilton","North Island"
"3216","Tamahere","Waikato","175.3088","-37.7961","Hamilton","North Island"
"3218","Temple View","Waikato","175.2282","-37.8198","Hamilton City","North Island"
"3225","Raglan","Waikato","174.8709","-37.8109","Waikato District","North Island"
"3240","Hamilton West","Waikato","175.276","-37.7849","Hamilton City","North Island"
"3241","Te Rapa","Waikato","175.2475","-37.7571","Hamilton City","North Island"
"3242","Hamilton West","Waikato","175.2644","-37.7881","Hamilton City","North Island"
"3243","Frankton Junction","Waikato","175.2458","-37.7955","Hamilton City","North Island"
"3244","Hamilton","Waikato","175.2802","-37.7852","Hamilton City","North Island"
"3245","Melville","Waikato","175.2824","-37.8175","Hamilton City","North Island"
"3246","Melville","Waikato","175.2876","-37.8224","Hamilton City","North Island"
"3247","Hamilton East","Waikato","175.2944","-37.7914","Hamilton City","North Island"
"3248","Claudelands","Waikato","175.2799","-37.7514","Hamilton City","North Island"
"3249","Te Rapa","Waikato","175.253","-37.738","Hamilton City","North Island"
"3251","Hamilton East","Waikato","175.3157","-37.7985","Hamilton City","North Island"
"3252","Claudelands","Waikato","175.2934","-37.7723","Hamilton City","North Island"
"3253","Newstead","Waikato","175.3223","-37.8017","Hamilton City","North Island"
"3254","Newstead","Waikato","175.3261","-37.7899","Hamilton City","North Island"
"3255","Hamilton East","Waikato","175.3166","-37.7876","Hamilton City","North Island"
"3256","Claudelands","Waikato","175.2734","-37.729","Hamilton City","North Island"
"3257","Claudelands","Waikato","175.2534","-37.7651","Hamilton City","North Island"
"3260","Matangi","Waikato","175.395","-37.8043","Waikato District","North Island"
"3261","Whatawhata","Waikato","175.1535","-37.7974","Waikato District","North Island"
"3262","Horotiu","Waikato","175.19","-37.6941","Waikato District","North Island"
"3263","Te Kowhai","Waikato","175.1526","-37.7432","Waikato District","North Island"
"3264","Gordonton","Waikato","175.3041","-37.6696","Waikato District","North Island"
"3265","Raglan","Waikato","174.87","-37.8003","Waikato District","North Island"
"3266","Te Uku","Waikato","174.957","-37.8289","Waikato District","North Island"
"3281","Gordonton","Waikato","175.3075","-37.6905","Waikato District","North Island"
"3282","Rukuhia","Waikato","175.2852","-37.843","Waipa District","North Island"
"3283","Tamahere","Waikato","175.3865","-37.8514","Waikato District","North Island"
"3284","Eureka","Waikato","175.3961","-37.7576","Waikato District","North Island"
"3285","Aramiro","Waikato","175.0829","-37.905","Waikato District","North Island"
"3288","Te Kowhai","Waikato","175.174","-37.7355","Waikato District","North Island"
"3289","Whatawhata","Waikato","175.136","-37.7794","Waikato District","North Island"
"3290","Temple View","Waikato","175.1942","-37.8461","Hamilton City","North Island"
"3293","Waitetuna","Waikato","175.0743","-37.8177","Waikato District","North Island"
"3295","Te Uku","Waikato","174.9795","-37.8322","Waikato District","North Island"
"3296","Ruapuke","Waikato","174.8145","-37.8766","Waikato District","North Island"
"3297","Raglan","Waikato","174.8054","-37.8324","Waikato District","North Island"
"3300","Morrinsville","Waikato","175.5293","-37.652","Matamata-Piako District","North Island"
"3310","Waitoa","Waikato","175.6334","-37.6","Matamata-Piako District","North Island"
"3320","Te Aroha","Waikato","175.7098","-37.5391","Matamata-Piako District","North Island"
"3330","Acacia Bay","Waikato","176.0588","-38.7037","Taupo","North Island"
"3330","Nukuhau","Waikato","176.0588","-38.7037","Taupo","North Island"
"3330","Taupo","Waikato","176.0588","-38.7037","Taupo","North Island"
"3330","Wharewaka","Waikato","176.0588","-38.7037","Taupo District","North Island"
"3332","Wairakei","Waikato","176.103","-38.6195","Taupo District","North Island"
"3334","Tokaanu","Waikato","175.8069","-39.0028","Taupo","North Island"
"3334","Turangi","Waikato","175.8069","-39.0028","Taupo District","North Island"
"3340","Morrinsville","Waikato","175.5275","-37.6577","Matamata-Piako District","North Island"
"3341","Waitoa","Waikato","175.6281","-37.6015","Matamata-Piako District","North Island"
"3342","Te Aroha","Waikato","175.7124","-37.5429","Matamata-Piako District","North Island"
"3343","Te Aroha","Waikato","175.7039","-37.5523","Matamata-Piako District","North Island"
"3351","Taupo","Waikato","176.0718","-38.6868","Taupo District","North Island"
"3352","Taupo","Waikato","176.0709","-38.6828","Taupo District","North Island"
"3353","Turangi","Waikato","175.8087","-38.9887","Taupo District","North Island"
"3360","Tarawera","Waikato","176.5734","-39.0266","Taupo District","North Island"
"3371","Kiwitahi","Waikato","175.5598","-37.7378","Matamata-Piako District","North Island"
"3372","Motumaoho","Waikato","175.4797","-37.6875","Matamata-Piako District","North Island"
"3373","Tahuna","Waikato","175.4546","-37.4989","Matamata-Piako District","North Island"
"3374","Te Puninga","Waikato","175.5857","-37.5777","Matamata-Piako District","North Island"
"3375","Morrinsville","Waikato","175.445","-37.602","Waikato District","North Island"
"3377","Oruanui","Waikato","176.0015","-38.6226","Taupo District","North Island"
"3378","Waipahihi","Waikato","176.1355","-38.7041","Taupo District","North Island"
"3379","Rangitaiki","Hawke's Bay","176.3747","-38.887","Taupo District","North Island"
"3380","Waitoa","Waikato","175.6224","-37.5909","Matamata-Piako District","North Island"
"3381","Kuratau","Waikato","175.7096","-38.8184","Taupo District","North Island"
"3382","Turangi","Waikato","175.9471","-39.0284","Taupo District","North Island"
"3391","Manawaru","Waikato","175.7962","-37.6407","Matamata-Piako District","North Island"
"3392","Mangaiti","Waikato","175.6909","-37.5085","Matamata-Piako District","North Island"
"3393","Mangaiti","Waikato","175.6061","-37.4947","Matamata-Piako District","North Island"
"3400","Matamata","Waikato","175.7832","-37.8152","Matamata-Piako District","North Island"
"3401","Tamihana","Waikato","175.7491","-37.759","Matamata-Piako","North Island"
"3401","Waharoa","Waikato","175.7491","-37.759","Matamata-Piako District","North Island"
"3410","North Putaruru","Waikato","175.7524","-37.9878","South Waikato","North Island"
"3410","Okoroire","Waikato","175.7524","-37.9878","South Waikato","North Island"
"3410","Piarere","Waikato","175.7524","-37.9878","South Waikato","North Island"
"3410","Tirau","Waikato","175.7524","-37.9878","South Waikato District","North Island"
"3411","Lichfield","Waikato","175.7793","-38.0505","South Waikato","North Island"
"3411","Putaruru","Waikato","175.7793","-38.0505","South Waikato District","North Island"
"3415","Arapuni","Waikato","175.6498","-38.0715","South Waikato District","North Island"
"3420","Tokoroa","Waikato","175.8685","-38.2229","South Waikato District","North Island"
"3421","Mangakino","Waikato","175.7737","-38.3696","Taupo District","North Island"
"3432","Leamington","Waikato","175.4781","-37.9096","Waipa District","North Island"
"3434","Cambridge","Waikato","175.469","-37.8866","Waipa","North Island"
"3434","Leamington","Waikato","175.469","-37.8866","Waipa District","North Island"
"3434","Tamahere","Waikato","175.469","-37.8866","Waipa","North Island"
"3440","Matamata","Waikato","175.7725","-37.8111","Matamata-Piako District","North Island"
"3441","Waharoa","Waikato","175.7525","-37.7591","Matamata-Piako District","North Island"
"3442","Tirau","Waikato","175.7568","-37.9782","South Waikato District","North Island"
"3443","Putaruru","Waikato","175.7788","-38.0516","South Waikato District","North Island"
"3444","Tokoroa","Waikato","175.8717","-38.2176","South Waikato District","North Island"
"3445","Mangakino","Waikato","175.774","-38.3704","Taupo District","North Island"
"3450","Leamington","Waikato","175.4719","-37.895","Waipa District","North Island"
"3451","Hautapu","Waikato","175.4531","-37.8605","Waipa District","North Island"
"3471","Okauia","Waikato","175.8421","-37.7686","Matamata-Piako District","North Island"
"3472","Hinuera","Waikato","175.6993","-37.8526","Matamata-Piako District","North Island"
"3473","Kaimai","Waikato","175.8962","-37.8507","Matamata-Piako District","North Island"
"3474","Waharoa","Waikato","175.7514","-37.7272","Matamata-Piako District","North Island"
"3475","Walton","Waikato","175.6598","-37.7656","Matamata-Piako District","North Island"
"3481","Te Waotu","Waikato","175.6938","-38.1162","South Waikato District","North Island"
"3482","Ngatira","Waikato","175.8195","-38.1275","South Waikato District","North Island"
"3483","Putaruru","Waikato","175.8289","-38.0474","South Waikato District","North Island"
"3484","Tirau","Waikato","175.7208","-37.9592","Matamata-Piako District","North Island"
"3485","Okoroire","Waikato","175.8676","-37.9758","Matamata-Piako District","North Island"
"3491","Kinleith","Waikato","175.9126","-38.2644","South Waikato District","North Island"
"3492","Mangakino","Waikato","175.696","-38.5067","Otorohanga District","North Island"
"3493","Bruntwood","Waikato","175.4448","-37.8344","Waikato District","North Island"
"3494","Pukeatua","Waikato","175.5804","-37.9944","Waipa District","North Island"
"3495","Leamington","Waikato","175.4494","-37.9615","Waipa District","North Island"
"3496","Whitehall","Waikato","175.5666","-37.8541","Matamata-Piako District","North Island"
"3500","Thames","Waikato","175.5456","-37.1355","Thames-Coromandel District","North Island"
"3503","Ngatea","Waikato","175.4893","-37.2735","Hauraki District","North Island"
"3503","Turua","Waikato","175.4893","-37.2735","Hauraki","North Island"
"3506","Coromandel","Waikato","175.6601","-36.6993","Thames-Coromandel","North Island"
"3506","Preece Point","Waikato","175.6601","-36.6993","Thames-Coromandel","North Island"
"3506","Te Rerenga","Waikato","175.6601","-36.6993","Thames-Coromandel","North Island"
"3506","Whangapoua","Waikato","175.6601","-36.6993","Thames-Coromandel District","North Island"
"3508","Tairua","Waikato","175.848","-36.9977","Thames-Coromandel District","North Island"
"3510","Whitianga","Waikato","175.6913","-36.817","Thames-Coromandel District","North Island"
"3540","Thames","Waikato","175.542","-37.139","Thames-Coromandel District","North Island"
"3541","Ngatea","Waikato","175.4971","-37.2763","Hauraki District","North Island"
"3542","Whitianga","Waikato","175.7045","-36.8358","Thames-Coromandel District","North Island"
"3543","Coromandel","Waikato","175.4984","-36.7586","Thames-Coromandel District","North Island"
"3544","Tairua","Waikato","175.8482","-37.002","Thames-Coromandel District","North Island"
"3545","Turua","Waikato","175.5664","-37.2378","Hauraki District","North Island"
"3546","Pauanui","Waikato","175.8587","-37.0206","Thames-Coromandel District","North Island"
"3547","Colville","Waikato","175.4767","-36.6344","Thames-Coromandel District","North Island"
"3574","Turua","Waikato","175.5535","-37.2269","Hauraki District","North Island"
"3575","Tapu","Waikato","175.4922","-36.9856","Thames-Coromandel District","North Island"
"3576","Waitakaruru","Waikato","175.3863","-37.2732","Hauraki District","North Island"
"3577","Parawai","Waikato","175.6008","-37.131","Thames-Coromandel District","North Island"
"3578","Nevesville","Waikato","175.6659","-37.1958","Thames-Coromandel District","North Island"
"3579","Hikuai","Waikato","175.8125","-37.0865","Thames-Coromandel District","North Island"
"3581","Ahimia","Waikato","175.4844","-36.8134","Thames-Coromandel District","North Island"
"3582","Te Rerenga","Waikato","175.6141","-36.7533","Thames-Coromandel District","North Island"
"3583","Kennedys Bay","Waikato","175.5537","-36.6805","Thames-Coromandel District","North Island"
"3584","Colville","Waikato","175.4532","-36.6061","Area Outside Territorial Authority","North Island"
"3591","Coroglen","Waikato","175.7144","-36.8959","Thames-Coromandel District","North Island"
"3592","Coroglen","Waikato","175.6572","-36.9317","Thames-Coromandel District","North Island"
"3597","Ngatea","Waikato","175.4673","-37.2926","Hauraki District","North Island"
"3600","Karangahake","Waikato","175.6712","-37.3735","Hauraki","North Island"
"3600","Paeroa","Waikato","175.6712","-37.3735","Hauraki District","North Island"
"3610","Waihi","Waikato","175.8446","-37.3865","Hauraki District","North Island"
"3611","Athenree","Bay of Plenty","175.9432","-37.4039","Western Bay of Plenty","North Island"
"3611","Waihi Beach","Bay of Plenty","175.9432","-37.4039","Western Bay of Plenty District","North Island"
"3620","Whangamata","Waikato","175.869","-37.1974","Thames-Coromandel District","North Island"
"3640","Paeroa","Waikato","175.671","-37.381","Hauraki District","North Island"
"3641","Waihi","Waikato","175.8413","-37.3923","Hauraki District","North Island"
"3642","Waihi Beach","Bay of Plenty","175.9424","-37.4117","Western Bay of Plenty District","North Island"
"3643","Whangamata","Waikato","175.8715","-37.2071","Thames-Coromandel District","North Island"
"3671","Netherton","Waikato","175.585","-37.3374","Hauraki District","North Island"
"3672","Netherton","Waikato","175.6157","-37.3715","Hauraki District","North Island"
"3673","Tirohia","Waikato","175.6648","-37.4191","Matamata-Piako District","North Island"
"3674","Komata","Waikato","175.7408","-37.3376","Hauraki District","North Island"
"3681","Waihi","Waikato","175.8798","-37.3714","Hauraki District","North Island"
"3682","Waihi","Waikato","175.8178","-37.4057","Hauraki District","North Island"
"3691","Whangamata","Waikato","175.8231","-37.1833","Hauraki District","North Island"
"3700","Huntly","Waikato","175.1583","-37.5596","Waikato","North Island"
"3700","Starrtown","Waikato","175.1583","-37.5596","Waikato District","North Island"
"3710","Te Kauwhata","Waikato","175.1466","-37.4039","Waikato District","North Island"
"3720","Ngaruawahia","Waikato","175.1522","-37.6691","Waikato District","North Island"
"3721","Taupiri","Waikato","175.1894","-37.6191","Waikato District","North Island"
"3740","Starrtown","Waikato","175.1589","-37.558","Waikato District","North Island"
"3741","Te Kauwhata","Waikato","175.144","-37.4039","Waikato District","North Island"
"3742","Ngaruawahia","Waikato","175.1482","-37.6659","Waikato District","North Island"
"3771","Pukekapia","Waikato","175.1096","-37.5358","Waikato District","North Island"
"3772","Ruawaro","Waikato","175.0108","-37.5172","Waikato District","North Island"
"3781","Waerenga","Waikato","175.2623","-37.3573","Waikato District","North Island"
"3782","Whangamarino","Waikato","175.1326","-37.3589","Waikato District","North Island"
"3784","Waiterimu","Waikato","175.2925","-37.4617","Matamata-Piako District","North Island"
"3791","Komakorau","Waikato","175.2398","-37.6355","Waikato District","North Island"
"3792","Orini","Waikato","175.2696","-37.5777","Waikato District","North Island"
"3793","Waingaro","Waikato","174.9803","-37.7088","Waikato District","North Island"
"3794","Pepepe","Waikato","174.9202","-37.6266","Waikato District","North Island"
"3800","Kihikihi","Waikato","175.3305","-38.0195","Waipa","North Island"
"3800","Te Awamutu","Waikato","175.3305","-38.0195","Waipa District","North Island"
"3802","Pirongia","Waikato","175.2051","-37.9914","Waipa District","North Island"
"3803","Ohaupo","Waikato","175.3066","-37.9178","Waipa District","North Island"
"3840","Te Awamutu","Waikato","175.3237","-38.0104","Waipa District","North Island"
"3841","Kihikihi","Waikato","175.3454","-38.0377","Waipa District","North Island"
"3843","Kawhia","Waikato","174.8229","-38.0639","Otorohanga District","North Island"
"3872","Wharepuhunga","Waikato","175.4515","-38.0733","Waipa District","North Island"
"3873","Te Kawa","Waikato","175.3534","-38.138","Waipa District","North Island"
"3874","Matapara","Waikato","175.5108","-38.2716","Otorohanga District","North Island"
"3875","Te Mawhai","Waikato","175.29","-38.0405","Waipa District","North Island"
"3876","Pirongia","Waikato","175.1763","-38.0036","Waipa District","North Island"
"3877","Matapara","Waikato","175.538","-38.1874","Waipa District","North Island"
"3878","Hauturu","Waikato","174.9754","-38.0811","Otorohanga District","North Island"
"3879","Kihikihi","Waikato","175.4174","-38.0134","Waipa District","North Island"
"3880","Pukeatua","Waikato","175.5796","-38.1016","Waipa District","North Island"
"3881","Ohaupo","Waikato","175.3486","-37.9081","Waipa District","North Island"
"3882","Rukuhia","Waikato","175.2463","-37.8832","Waipa District","North Island"
"3883","Ngaroto","Waikato","175.2812","-37.9539","Waipa District","North Island"
"3885","Oparau","Waikato","174.9774","-38.0142","Otorohanga District","North Island"
"3886","Owhiro","Waikato","174.9098","-38.153","Otorohanga District","North Island"
"3889","Kawhia","Waikato","174.8314","-38.0416","Otorohanga District","North Island"
"3894","Te Papatapu","Waikato","174.8386","-37.9576","Waikato District","North Island"
"3895","Moerangi","Waikato","174.9124","-37.9508","Waikato District","North Island"
"3900","Otorohanga","Waikato","175.223","-38.1807","Otorohanga District","North Island"
"3910","Te Kuiti","Waikato","175.1654","-38.3353","Waitomo District","North Island"
"3912","Piopio","Waikato","175.0126","-38.4671","Waitomo District","North Island"
"3920","Taumarunui","Manawatu-Wanganui","175.2729","-38.8765","Ruapehu District","North Island"
"3924","Manunui","Manawatu-Wanganui","175.3202","-38.8965","Ruapehu District","North Island"
"3926","Ohura","Manawatu-Wanganui","174.9669","-38.8467","Ruapehu District","North Island"
"3940","Otorohanga","Waikato","175.2115","-38.1864","Otorohanga District","North Island"
"3941","Te Kuiti","Waikato","175.1656","-38.3344","Waitomo District","North Island"
"3942","Piopio","Waikato","175.016","-38.4665","Waitomo District","North Island"
"3943","Hangatiki","Waikato","175.1787","-38.2521","Waitomo District","North Island"
"3944","Benneydale","Waikato","175.3638","-38.5204","Waitomo District","North Island"
"3945","Mahoenui","Waikato","174.8403","-38.5784","Waitomo District","North Island"
"3946","Taumarunui","Manawatu-Wanganui","175.2639","-38.8844","Ruapehu District","North Island"
"3947","Ohura","Manawatu-Wanganui","174.9827","-38.8418","Ruapehu District","North Island"
"3948","National Park","Manawatu-Wanganui","175.4022","-39.177","Ruapehu District","North Island"
"3949","Tongariro","Manawatu-Wanganui","175.6038","-39.046","Ruapehu District","North Island"
"3970","Wairere Falls","Waikato","174.971","-38.5064","Waitomo District","North Island"
"3971","Waitanguru","Waikato","174.9066","-38.402","Waitomo District","North Island"
"3972","Maihiihi","Waikato","175.3551","-38.2227","Otorohanga District","North Island"
"3973","Honikiwi","Waikato","175.1012","-38.1305","Otorohanga District","North Island"
"3974","Te Kawa","Waikato","175.2717","-38.1444","Otorohanga District","North Island"
"3975","Maihiihi","Waikato","175.3482","-38.2977","Otorohanga District","North Island"
"3976","Hangatiki","Waikato","175.2194","-38.2536","Otorohanga District","North Island"
"3977","Hangatiki","Waikato","175.1494","-38.2342","Waitomo District","North Island"
"3978","Mahoenui","Waikato","174.8526","-38.5532","Waitomo District","North Island"
"3979","Waitewhenua","Manawatu-Wanganui","174.9724","-38.6529","Ruapehu District","North Island"
"3980","Tatu","Manawatu-Wanganui","174.9306","-38.8981","Stratford District","North Island"
"3981","Arapae","Waikato","175.1026","-38.4221","Waitomo District","North Island"
"3982","Puketutu","Waikato","175.2779","-38.3574","Waitomo District","North Island"
"3983","Kopaki","Waikato","175.2096","-38.4905","Waitomo District","North Island"
"3985","Waitanguru","Waikato","174.901","-38.4444","Waitomo District","North Island"
"3986","Te Kuiti","Waikato","175.1961","-38.2923","Otorohanga District","North Island"
"3987","Benneydale","Waikato","175.512","-38.4993","Waitomo District","North Island"
"3988","Owhiro","Waikato","174.8979","-38.2017","Waitomo District","North Island"
"3989","Oio","Manawatu-Wanganui","175.4805","-39.0775","Ruapehu District","North Island"
"3990","Upper Ruatiti","Manawatu-Wanganui","175.2283","-39.1517","Ruapehu District","North Island"
"3991","Aukopae","Manawatu-Wanganui","175.1103","-38.9138","Ruapehu District","North Island"
"3992","Hikumutu","Manawatu-Wanganui","175.2684","-38.9432","Ruapehu District","North Island"
"3993","Kirikau","Manawatu-Wanganui","175.1751","-39.0204","Ruapehu District","North Island"
"3994","Ngapuke","Manawatu-Wanganui","175.4107","-38.8637","Ruapehu District","North Island"
"3995","Matiere","Manawatu-Wanganui","175.0987","-38.7469","Ruapehu District","North Island"
"3996","Okahukura","Manawatu-Wanganui","175.2329","-38.8026","Ruapehu District","North Island"
"3997","Ongarue","Manawatu-Wanganui","175.3731","-38.7362","Ruapehu District","North Island"
"3998","Waimiha","Manawatu-Wanganui","175.3978","-38.6202","Ruapehu District","North Island"
"4010","Awapuni","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Elgin","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Gisborne","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Inner Kati","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Kaiti","Gisborne","178.0286","-38.6673","Gisborne District","North Island"
"4010","Makaraka","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Mangapapa","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Matokitoki","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Okitu","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Outer Kaiti","Gisborne","178.0286","-38.6673","Gisborne","North Island"
"4010","Riverdale","Gisborne","178.0286","-38.6673","Gisborne","North Island"
